No,Sub Bidang,Bidang Induk,Rentang,Status,Deskripsi Analisis,Jml Kata
158,Masalah Sosial,Sosial,64% - 75%,Berat - Tinggi,"Siswa menunjukkan hambatan penyesuaian pergaulan yang terus-menerus, diwarnai oleh perselisihan antar teman atau sikap menyendiri yang sangat terlihat khususnya pada aspek Masalah Sosial. Kondisi ini membuat siswa merasa sangat tidak nyaman dan kehilangan kepercayaan terhadap teman di sekitarnya.",38
159,Masalah Sosial,Sosial,76% - 88%,Sangat Berat - Rendah,"Siswa berada dalam kondisi krisis pergaulan yang mendalam, ditandai dengan penolakan terhadap ajakan berteman atau perilaku menyendiri secara berlebihan khususnya pada aspek Masalah Sosial. Siswa merasa sangat kesepian, merasa cemas saat berada di keramaian, dan sangat membatasi interaksinya.",38
160,Masalah Sosial,Sosial,89% - 100%,Sangat Berat - Tinggi,"Siswa mengalami kesulitan berinteraksi yang sangat ekstrem, ditandai dengan ketakutan yang luar biasa untuk bersosialisasi dan perasaan terasing dari lingkungan sekolah khususnya pada aspek Masalah Sosial. Kondisi ini menghambat kemampuannya berkomunikasi serta menciptakan jarak pergaulan yang sangat jauh dengan orang lain.",41
161,Kesiapan Karir,Karir,0% - 12%,Ringan - Rendah,"Siswa memiliki pemahaman minat yang sangat baik dan perencanaan masa depan yang jelas terkait arah lanjutan studinya khususnya pada aspek Kesiapan Karir. Kondisi ini mencerminkan rasa optimis yang tinggi, kesiapan diri yang matang, serta kemantapan dalam menentukan pilihan cita-citanya.",39
162,Kesiapan Karir,Karir,13% - 25%,Ringan - Tinggi,"Rencana masa depan siswa berada pada arah yang masuk akal dan jelas khususnya pada aspek Kesiapan Karir. Meskipun terdapat sedikit kebingungan dalam menimbang beberapa pilihan sekolah lanjutan, siswa secara umum memiliki gambaran yang baik tentang minat dan kemampuan yang dimilikinya.",40
163,Kesiapan Karir,Karir,26% - 38%,Sedang - Rendah,Siswa mulai menunjukkan kebingungan atau kurangnya gambaran mengenai rencana masa depannya khususnya pada aspek Kesiapan Karir. Kondisi ini ditandai dengan keraguan ringan dalam menentukan pilihan lanjutan studi serta kurangnya informasi yang sesuai dengan bakat aslinya.,35
164,Kesiapan Karir,Karir,39% - 50%,Sedang - Tinggi,"Keyakinan masa depan siswa mengalami hambatan yang cukup menyita pikiran, ditandai dengan kekhawatiran yang mulai mengganggu fokusnya khususnya pada aspek Kesiapan Karir. Siswa merasa bimbang akibat perbedaan antara minat pribadinya dengan harapan dari lingkungan atau keluarga sekitarnya.",37
165,Kesiapan Karir,Karir,51% - 63%,Berat - Rendah,"Siswa menunjukkan hambatan perencanaan sekolah lanjutan yang cukup berat, diwarnai oleh kebingungan arah dan rasa kurang peduli terhadap masa depannya sendiri khususnya pada aspek Kesiapan Karir. Kondisi ini memicu penurunan semangat berprestasi karena siswa belum memiliki tujuan yang jelas.",39
166,Kesiapan Karir,Karir,64% - 75%,Berat - Tinggi,"Siswa mengalami krisis keyakinan masa depan yang cukup kuat, ditandai dengan rasa bimbang yang amat sangat dan kelelahan pikiran akibat perbedaan harapan dengan keluarga khususnya pada aspek Kesiapan Karir. Hambatan ini membuat siswa merasa ragu dan pesimis dalam menentukan langkah selanjutnya.",41
167,Kesiapan Karir,Karir,76% - 88%,Sangat Berat - Rendah,"Siswa berada dalam fase kebingungan masa depan yang sangat serius, memicu rasa putus asa dalam belajar dan kekhawatiran yang sangat membebani khususnya pada aspek Kesiapan Karir. Pikirannya diliputi rasa takut akan kegagalan, sehingga siswa kehilangan dorongan untuk merencanakan langkah ke depannya.",41
168,Kesiapan Karir,Karir,89% - 100%,Sangat Berat - Tinggi,"Siswa mengalami kebuntuan total dalam merencanakan masa depan akibat ketakutan dan kekhawatiran yang sangat mendalam khususnya pada aspek Kesiapan Karir. Kondisinya dipenuhi kebingungan arah, hilangnya harapan, serta keengganan yang sangat kuat terhadap segala pembahasan mengenai arah studi lanjut atau cita-citanya.",40
169,Keterampilan Praktis,Karir,0% - 12%,Ringan - Rendah,"Siswa memiliki pemahaman minat yang sangat baik dan perencanaan masa depan yang jelas terkait arah lanjutan studinya khususnya pada aspek Keterampilan Praktis. Kondisi ini mencerminkan rasa optimis yang tinggi, kesiapan diri yang matang, serta kemantapan dalam menentukan pilihan cita-citanya.",39
170,Keterampilan Praktis,Karir,13% - 25%,Ringan - Tinggi,"Rencana masa depan siswa berada pada arah yang masuk akal dan jelas khususnya pada aspek Keterampilan Praktis. Meskipun terdapat sedikit kebingungan dalam menimbang beberapa pilihan sekolah lanjutan, siswa secara umum memiliki gambaran yang baik tentang minat dan kemampuan yang dimilikinya.",40
171,Keterampilan Praktis,Karir,26% - 38%,Sedang - Rendah,Siswa mulai menunjukkan kebingungan atau kurangnya gambaran mengenai rencana masa depannya khususnya pada aspek Keterampilan Praktis. Kondisi ini ditandai dengan keraguan ringan dalam menentukan pilihan lanjutan studi serta kurangnya informasi yang sesuai dengan bakat aslinya.,35
172,Keterampilan Praktis,Karir,39% - 50%,Sedang - Tinggi,"Keyakinan masa depan siswa mengalami hambatan yang cukup menyita pikiran, ditandai dengan kekhawatiran yang mulai mengganggu fokusnya khususnya pada aspek Keterampilan Praktis. Siswa merasa bimbang akibat perbedaan antara minat pribadinya dengan harapan dari lingkungan atau keluarga sekitarnya.",37
173,Keterampilan Praktis,Karir,51% - 63%,Berat - Rendah,"Siswa menunjukkan hambatan perencanaan sekolah lanjutan yang cukup berat, diwarnai oleh kebingungan arah dan rasa kurang peduli terhadap masa depannya sendiri khususnya pada aspek Keterampilan Praktis. Kondisi ini memicu penurunan semangat berprestasi karena siswa belum memiliki tujuan yang jelas.",39
174,Keterampilan Praktis,Karir,64% - 75%,Berat - Tinggi,"Siswa mengalami krisis keyakinan masa depan yang cukup kuat, ditandai dengan rasa bimbang yang amat sangat dan kelelahan pikiran akibat perbedaan harapan dengan keluarga khususnya pada aspek Keterampilan Praktis. Hambatan ini membuat siswa merasa ragu dan pesimis dalam menentukan langkah selanjutnya.",41
175,Keterampilan Praktis,Karir,76% - 88%,Sangat Berat - Rendah,"Siswa berada dalam fase kebingungan masa depan yang sangat serius, memicu rasa putus asa dalam belajar dan kekhawatiran yang sangat membebani khususnya pada aspek Keterampilan Praktis. Pikirannya diliputi rasa takut akan kegagalan, sehingga siswa kehilangan dorongan untuk merencanakan langkah ke depannya.",41
176,Keterampilan Praktis,Karir,89% - 100%,Sangat Berat - Tinggi,"Siswa mengalami kebuntuan total dalam merencanakan masa depan akibat ketakutan dan kekhawatiran yang sangat mendalam khususnya pada aspek Keterampilan Praktis. Kondisinya dipenuhi kebingungan arah, hilangnya harapan, serta keengganan yang sangat kuat terhadap segala pembahasan mengenai arah studi lanjut atau cita-citanya.",40
177,Minat & Bakat,Karir,0% - 12%,Ringan - Rendah,"Siswa memiliki pemahaman minat yang sangat baik dan perencanaan masa depan yang jelas terkait arah lanjutan studinya khususnya pada aspek Minat & Bakat. Kondisi ini mencerminkan rasa optimis yang tinggi, kesiapan diri yang matang, serta kemantapan dalam menentukan pilihan cita-citanya.",40
178,Minat & Bakat,Karir,13% - 25%,Ringan - Tinggi,"Rencana masa depan siswa berada pada arah yang masuk akal dan jelas khususnya pada aspek Minat & Bakat. Meskipun terdapat sedikit kebingungan dalam menimbang beberapa pilihan sekolah lanjutan, siswa secara umum memiliki gambaran yang baik tentang minat dan kemampuan yang dimilikinya.",41
179,Minat & Bakat,Karir,26% - 38%,Sedang - Rendah,Siswa mulai menunjukkan kebingungan atau kurangnya gambaran mengenai rencana masa depannya khususnya pada aspek Minat & Bakat. Kondisi ini ditandai dengan keraguan ringan dalam menentukan pilihan lanjutan studi serta kurangnya informasi yang sesuai dengan bakat aslinya.,36
180,Minat & Bakat,Karir,39% - 50%,Sedang - Tinggi,"Keyakinan masa depan siswa mengalami hambatan yang cukup menyita pikiran, ditandai dengan kekhawatiran yang mulai mengganggu fokusnya khususnya pada aspek Minat & Bakat. Siswa merasa bimbang akibat perbedaan antara minat pribadinya dengan harapan dari lingkungan atau keluarga sekitarnya.",38
181,Minat & Bakat,Karir,51% - 63%,Berat - Rendah,"Siswa menunjukkan hambatan perencanaan sekolah lanjutan yang cukup berat, diwarnai oleh kebingungan arah dan rasa kurang peduli terhadap masa depannya sendiri khususnya pada aspek Minat & Bakat. Kondisi ini memicu penurunan semangat berprestasi karena siswa belum memiliki tujuan yang jelas.",40
182,Minat & Bakat,Karir,64% - 75%,Berat - Tinggi,"Siswa mengalami krisis keyakinan masa depan yang cukup kuat, ditandai dengan rasa bimbang yang amat sangat dan kelelahan pikiran akibat perbedaan harapan dengan keluarga khususnya pada aspek Minat & Bakat. Hambatan ini membuat siswa merasa ragu dan pesimis dalam menentukan langkah selanjutnya.",42
183,Minat & Bakat,Karir,76% - 88%,Sangat Berat - Rendah,"Siswa berada dalam fase kebingungan masa depan yang sangat serius, memicu rasa putus asa dalam belajar dan kekhawatiran yang sangat membebani khususnya pada aspek Minat & Bakat. Pikirannya diliputi rasa takut akan kegagalan, sehingga siswa kehilangan dorongan untuk merencanakan langkah ke depannya.",42
184,Minat & Bakat,Karir,89% - 100%,Sangat Berat - Tinggi,"Siswa mengalami kebuntuan total dalam merencanakan masa depan akibat ketakutan dan kekhawatiran yang sangat mendalam khususnya pada aspek Minat & Bakat. Kondisinya dipenuhi kebingungan arah, hilangnya harapan, serta keengganan yang sangat kuat terhadap segala pembahasan mengenai arah studi lanjut atau cita-citanya.",41
185,Perencanaan Karir,Karir,0% - 12%,Ringan - Rendah,"Siswa memiliki pemahaman minat yang sangat baik dan perencanaan masa depan yang jelas terkait arah lanjutan studinya khususnya pada aspek Perencanaan Karir. Kondisi ini mencerminkan rasa optimis yang tinggi, kesiapan diri yang matang, serta kemantapan dalam menentukan pilihan cita-citanya.",39
186,Perencanaan Karir,Karir,13% - 25%,Ringan - Tinggi,"Rencana masa depan siswa berada pada arah yang masuk akal dan jelas khususnya pada aspek Perencanaan Karir. Meskipun terdapat sedikit kebingungan dalam menimbang beberapa pilihan sekolah lanjutan, siswa secara umum memiliki gambaran yang baik tentang minat dan kemampuan yang dimilikinya.",40
187,Perencanaan Karir,Karir,26% - 38%,Sedang - Rendah,Siswa mulai menunjukkan kebingungan atau kurangnya gambaran mengenai rencana masa depannya khususnya pada aspek Perencanaan Karir. Kondisi ini ditandai dengan keraguan ringan dalam menentukan pilihan lanjutan studi serta kurangnya informasi yang sesuai dengan bakat aslinya.,35
188,Perencanaan Karir,Karir,39% - 50%,Sedang - Tinggi,"Keyakinan masa depan siswa mengalami hambatan yang cukup menyita pikiran, ditandai dengan kekhawatiran yang mulai mengganggu fokusnya khususnya pada aspek Perencanaan Karir. Siswa merasa bimbang akibat perbedaan antara minat pribadinya dengan harapan dari lingkungan atau keluarga sekitarnya.",37
189,Perencanaan Karir,Karir,51% - 63%,Berat - Rendah,"Siswa menunjukkan hambatan perencanaan sekolah lanjutan yang cukup berat, diwarnai oleh kebingungan arah dan rasa kurang peduli terhadap masa depannya sendiri khususnya pada aspek Perencanaan Karir. Kondisi ini memicu penurunan semangat berprestasi karena siswa belum memiliki tujuan yang jelas.",39
190,Perencanaan Karir,Karir,64% - 75%,Berat - Tinggi,"Siswa mengalami krisis keyakinan masa depan yang cukup kuat, ditandai dengan rasa bimbang yang amat sangat dan kelelahan pikiran akibat perbedaan harapan dengan keluarga khususnya pada aspek Perencanaan Karir. Hambatan ini membuat siswa merasa ragu dan pesimis dalam menentukan langkah selanjutnya.",41
191,Perencanaan Karir,Karir,76% - 88%,Sangat Berat - Rendah,"Siswa berada dalam fase kebingungan masa depan yang sangat serius, memicu rasa putus asa dalam belajar dan kekhawatiran yang sangat membebani khususnya pada aspek Perencanaan Karir. Pikirannya diliputi rasa takut akan kegagalan, sehingga siswa kehilangan dorongan untuk merencanakan langkah ke depannya.",41
192,Perencanaan Karir,Karir,89% - 100%,Sangat Berat - Tinggi,"Siswa mengalami kebuntuan total dalam merencanakan masa depan akibat ketakutan dan kekhawatiran yang sangat mendalam khususnya pada aspek Perencanaan Karir. Kondisinya dipenuhi kebingungan arah, hilangnya harapan, serta keengganan yang sangat kuat terhadap segala pembahasan mengenai arah studi lanjut atau cita-citanya.",40
